TICKER,SHORT_NAME,GICS_SECTOR_NAME,GICS_INDUSTRY_GROUP_NAME,GICS_INDUSTRY_NAME,GICS_SUB_INDUSTRY_NAME
CSX UW Equity,CSX CORP,Industrials,Transportation,Road & Rail,Railroads
CTAS UW Equity,CINTAS CORP,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Diversified Support Services
CTB UN Equity,COOPER TIRE & RU,Consumer Discretionary,Automobiles & Components,Auto Components,Tires & Rubber
CTBI UW Equity,COMMUNI TRUST BA,Financials,Banks,Banks,Regional Banks
CTL UN Equity,CENTURYLINK INC,Communication Services,Telecommunication Services,Diversified Telecommunication,Alternative Carriers
CTLT UN Equity,CATALENT INC,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
CTMX UW Equity,CYTOMX THERAPEUT,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CTO UA Equity,CONS TOMOKA LAND,Real Estate,Real Estate,Real Estate Management & Devel,Diversified Real Estate Activi
CTRA UN Equity,CONTURA ENERGY I,Energy,Energy,"Oil, Gas & Consumable Fuels",Coal & Consumable Fuels
CTRC UR Equity,CENTRIC BRANDS I,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury"
CTRE UW Equity,CARETRUST REI,Real Estate,Real Estate,Equity Real Estate Investment,Health Care REITs
CTRN UW Equity,CITI TRENDS INC,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail
CTS UN Equity,CTS CORP,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Manufacturing Servi
CTSH UW Equity,COGNIZANT TECH-A,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
CTSO UR Equity,CYTOSORBENTS COR,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
CTT UN Equity,CATCHMARK TIMB-A,Real Estate,Real Estate,Equity Real Estate Investment,Specialized REITs
CTVA UN Equity,CORTEVA INC,Materials,Materials,Chemicals,Fertilizers & Agricultural Che
CTXS UW Equity,CITRIX SYSTEMS,Information Technology,Software & Services,Software,Application Software
CUB UN Equity,CUBIC CORP,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
CUBE UN Equity,CUBESMART,Real Estate,Real Estate,Equity Real Estate Investment,Specialized REITs
CUBI UN Equity,CUSTOMERS BANCOR,Financials,Banks,Banks,Regional Banks
CUE UR Equity,CUE BIOPHARMA IN,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CULP UN Equity,CULP INC,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo",Textiles
CURO UN Equity,CURO GROUP HOLDI,Financials,Diversified Financials,Consumer Finance,Consumer Finance
CUTR UW Equity,CUTERA INC,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
CUZ UN Equity,COUSINS PROP,Real Estate,Real Estate,Equity Real Estate Investment,Office REITs
CVA UN Equity,COVANTA HOLDING,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser
CVBF UW Equity,CVB FINANCIAL,Financials,Banks,Banks,Regional Banks
CVCO UW Equity,CAVCO INDUSTRIES,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
CVCY UR Equity,CENTRAL VALLEY,Financials,Banks,Banks,Regional Banks
CVET UW Equity,COVETRUS INC,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Distributors
CVGI UW Equity,COMMERCIAL VEHIC,Industrials,Capital Goods,Machinery,Construction Machinery & Heavy
CVGW UW Equity,CALAVO GROWERS I,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Packaged Foods & Meats
CVI UN Equity,CVR ENERGY INC,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
CVIA UN Equity,COVIA HOLDINGS C,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
CVLT UW Equity,COMMVAULT SYSTEM,Information Technology,Software & Services,Software,Systems Software
CVLY UQ Equity,CODORUS VLY BANC,Financials,Banks,Banks,Regional Banks
CVM UA Equity,CEL-SCI CORP,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CVNA UN Equity,CARVANA CO,Consumer Discretionary,Retailing,Specialty Retail,Automotive Retail
CVS UN Equity,CVS HEALTH CORP,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
CVTI UW Equity,COVENANT TRANS-A,Industrials,Transportation,Road & Rail,Trucking
CVX UN Equity,CHEVRON CORP,Energy,Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas
CW UN Equity,CURTISS-WRIGHT,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
CWCO UW Equity,CONS WATER CO-OR,Utilities,Utilities,Water Utilities,Water Utilities
CWEN UN Equity,CLEARWAY ENERG-C,Utilities,Utilities,Independent Power and Renewabl,Independent Power Producers &
CWEN/A UN Equity,CLEARWAY ENERG-A,Utilities,Utilities,Independent Power and Renewabl,Independent Power Producers &
CWH UN Equity,CAMPING WORLD-A,Consumer Discretionary,Retailing,Specialty Retail,Automotive Retail
CWK UN Equity,CUSHMAN & WAKEFI,Real Estate,Real Estate,Real Estate Management & Devel,Real Estate Services
CWST UW Equity,CASELLA WASTE,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser
CWT UN Equity,CALIF WATER SRVC,Utilities,Utilities,Water Utilities,Water Utilities
CXO UN Equity,CONCHO RESOURCES,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
CXP UN Equity,COLUMBIA PROPERT,Real Estate,Real Estate,Equity Real Estate Investment,Office REITs
CXW UN Equity,CORECIVIC INC,Real Estate,Real Estate,Equity Real Estate Investment,Specialized REITs
CY UW Equity,CYPRESS SEMICON,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
CYCN UW Equity,CYCLERION THERAP,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CYH UN Equity,COMMUNITY HEALTH,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities
CYRX UR Equity,CRYOPORT,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
CYTK UW Equity,CYTOKINETICS INC,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
CZNC UR Equity,CITIZENS & NORTH,Financials,Banks,Banks,Regional Banks
CZR UW Equity,CAESARS ENTERTAI,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Casinos & Gaming
D UN Equity,DOMINION ENERGY,Utilities,Utilities,Multi-Utilities,Multi-Utilities
DAKT UW Equity,DAKTRONICS INC,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Equipment & Instrum
DAL UN Equity,DELTA AIR LI,Industrials,Transportation,Airlines,Airlines
DAN UN Equity,DANA INC,Consumer Discretionary,Automobiles & Components,Auto Components,Auto Parts & Equipment
DAR UN Equity,DARLING INGREDIE,Consumer Staples,"Food, Beverage & Tobacco",Food Products,Agricultural Products
DBD UN Equity,DIEBOLD NIXDORF,Information Technology,Technology Hardware & Equipmen,"Technology Hardware, Storage &","Technology Hardware, Storage &"
DBI UN Equity,DESIGNER BRAND-A,Consumer Discretionary,Retailing,Specialty Retail,Apparel Retail
DBX UW Equity,DROPBOX INC-A,Information Technology,Software & Services,Software,Application Software
DCI UN Equity,DONALDSON CO INC,Industrials,Capital Goods,Machinery,Industrial Machinery
DCO UN Equity,DUCOMMUN INC,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
DCOM UW Equity,DIME COMM BNCSHS,Financials,Banks,Banks,Regional Banks
DCPH UW Equity,DECIPHERA PHARMA,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
DD UN Equity,DUPONT DE NEMOUR,Materials,Materials,Chemicals,Specialty Chemicals
DDD UN Equity,3D SYSTEMS CORP,Information Technology,Technology Hardware & Equipmen,"Technology Hardware, Storage &","Technology Hardware, Storage &"
DDS UN Equity,DILLARDS INC-A,Consumer Discretionary,Retailing,Multiline Retail,Department Stores
DE UN Equity,DEERE & CO,Industrials,Capital Goods,Machinery,Agricultural & Farm Machinery
DEA UN Equity,EASTERLY GOVERNM,Real Estate,Real Estate,Equity Real Estate Investment,Office REITs
DECK UN Equity,DECKERS OUTDOOR,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo",Footwear
DEI UN Equity,DOUGLAS EMMETT,Real Estate,Real Estate,Equity Real Estate Investment,Office REITs
DELL UN Equity,DELL TECHN-C,Information Technology,Technology Hardware & Equipmen,"Technology Hardware, Storage &","Technology Hardware, Storage &"
DENN UR Equity,DENNY'S CORP,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
DERM UW Equity,DERMIRA,Health Care,"Pharmaceuticals, Biotechnology",Pharmaceuticals,Pharmaceuticals
DFIN UN Equity,DONNELLEY FINANC,Financials,Diversified Financials,Capital Markets,Financial Exchanges & Data
DFS UN Equity,DISCOVER FINANCI,Financials,Diversified Financials,Consumer Finance,Consumer Finance
DG UN Equity,DOLLAR GENERAL C,Consumer Discretionary,Retailing,Multiline Retail,General Merchandise Stores
DGICA UW Equity,DONEGAL GRP-CL A,Financials,Insurance,Insurance,Property & Casualty Insurance
DGII UW Equity,DIGI INTL INC,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
DGX UN Equity,QUEST DIAGNOSTIC,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
DHC UW Equity,DIVERSIFIED HEAL,Real Estate,Real Estate,Equity Real Estate Investment,Health Care REITs
DHI UN Equity,DR HORTON INC,Consumer Discretionary,Consumer Durables & Apparel,Household Durables,Homebuilding
DHIL UW Equity,DIAMOND HILL,Financials,Diversified Financials,Capital Markets,Asset Management & Custody Ban
DHR UN Equity,DANAHER CORP,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
DHT UN Equity,DHT HOLDINGS INC,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
DHX UN Equity,DHI GROUP INC,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
DIN UN Equity,DINE BRANDS GLOB,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
DIOD UW Equity,DIODES INC,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
DIS UN Equity,WALT DISNEY CO,Communication Services,Media & Entertainment,Entertainment,Movies & Entertainment
DISCA UW Equity,DISCOVERY INC -,Communication Services,Media & Entertainment,Media,Broadcasting
DISCK UW Equity,DISCOVERY INC-C,Communication Services,Media & Entertainment,Media,Broadcasting
DISH UW Equity,DISH NETWORK-A,Communication Services,Media & Entertainment,Media,Cable & Satellite
DJCO UR Equity,DAILY JOURNAL,Communication Services,Media & Entertainment,Media,Publishing
DK UN Equity,DELEK US HOLDING,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Refining & Marketing
DKS UN Equity,DICK'S SPORTING,Consumer Discretionary,Retailing,Specialty Retail,Specialty Stores
DLA UA Equity,DELTA APPAREL,Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury"
DLB UN Equity,DOLBY LABORATO-A,Information Technology,Technology Hardware & Equipmen,"Electronic Equipment, Instrume",Electronic Components
DLR UN Equity,DIGITAL REALTY,Real Estate,Real Estate,Equity Real Estate Investment,Specialized REITs
DLTH UW Equity,DULUTH HLDGS - B,Consumer Discretionary,Retailing,Internet & Direct Marketing Re,Internet & Direct Marketing Re
DLTR UW Equity,DOLLAR TREE INC,Consumer Discretionary,Retailing,Multiline Retail,General Merchandise Stores
DLX UN Equity,DELUXE CORP,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Commercial Printing
DMRC UW Equity,DIGIMARC CORP,Information Technology,Software & Services,Software,Application Software
DNKN UW Equity,DUNKIN' BRANDS G,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
DNLI UW Equity,DENALI THERAPEUT,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
DNOW UN Equity,NOW INC,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
DNR UN Equity,DENBURY RESOURCE,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
DO UN Equity,DIAMOND OFFSHORE,Energy,Energy,Energy Equipment & Services,Oil & Gas Drilling
DOC UN Equity,PHYSICIANS REALT,Real Estate,Real Estate,Equity Real Estate Investment,Health Care REITs
DOCU UW Equity,DOCUSIGN INC,Information Technology,Software & Services,Software,Application Software
DOMO UQ Equity,DOMO INC- CL B,Information Technology,Software & Services,Software,Application Software
DOOR UN Equity,MASONITE INTERNA,Industrials,Capital Goods,Building Products,Building Products
DORM UW Equity,DORMAN PRODUCTS,Consumer Discretionary,Automobiles & Components,Auto Components,Auto Parts & Equipment
DOV UN Equity,DOVER CORP,Industrials,Capital Goods,Machinery,Industrial Machinery
DOW UN Equity,DOW INC,Materials,Materials,Chemicals,Commodity Chemicals
DOX UW Equity,AMDOCS LTD,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
DPLO UN Equity,DIPLOMAT PHARMAC,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
DPZ UN Equity,DOMINO'S PIZZA,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
DRE UN Equity,DUKE REALTY CORP,Real Estate,Real Estate,Equity Real Estate Investment,Industrial REITs
DRH UN Equity,DIAMONDROCK HOSP,Real Estate,Real Estate,Equity Real Estate Investment,Hotel & Resort REITs
DRI UN Equity,DARDEN RESTAURAN,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
DRNA UW Equity,DICERNA PHARMACE,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
DRQ UN Equity,DRIL-QUIP INC,Energy,Energy,Energy Equipment & Services,Oil & Gas Equipment & Services
DS UN Equity,DRIVE SHACK INC,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Leisure Facilities
DSKE UR Equity,DASEKE INC,Industrials,Transportation,Road & Rail,Trucking
DSPG UW Equity,DSP GROUP INC,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,Semiconductors
DSSI UN Equity,DIAMOND S SHI,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Storage & Transporta
DT UN Equity,DYNATRACE INC,Information Technology,Software & Services,Software,Application Software
DTE UN Equity,DTE ENERGY CO,Utilities,Utilities,Multi-Utilities,Multi-Utilities
DTIL UW Equity,PRECISION BIOSCI,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
DUK UN Equity,DUKE ENERGY CORP,Utilities,Utilities,Electric Utilities,Electric Utilities
DVA UN Equity,DAVITA INC,Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Services
DVAX UR Equity,DYNAVAX TECHNOLO,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
DVN UN Equity,DEVON ENERGY CO,Energy,Energy,"Oil, Gas & Consumable Fuels",Oil & Gas Exploration & Produc
DX UN Equity,DYNEX CAPITAL,Financials,Diversified Financials,Mortgage Real Estate Investmen,Mortgage REITs
DXC UN Equity,DXC TECHNOLOGY C,Information Technology,Software & Services,IT Services,IT Consulting & Other Services
DXCM UW Equity,DEXCOM,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
DXPE UW Equity,DXP ENTERPRISES,Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
DY UN Equity,DYCOM INDS,Industrials,Capital Goods,Construction & Engineering,Construction & Engineering
DZSI UR Equity,DASAN ZHONE SOLU,Information Technology,Technology Hardware & Equipmen,Communications Equipment,Communications Equipment
EA UW Equity,ELECTRONIC ARTS,Communication Services,Media & Entertainment,Entertainment,Interactive Home Entertainment
EAF UN Equity,GRAFTECH INTERNA,Industrials,Capital Goods,Electrical Equipment,Electrical Components & Equipm
EAT UN Equity,BRINKER INTL,Consumer Discretionary,Consumer Services,"Hotels, Restaurants & Leisure",Restaurants
EB UN Equity,EVENTBRITE INC-A,Communication Services,Media & Entertainment,Interactive Media & Services,Interactive Media & Services
EBAY UW Equity,EBAY INC,Consumer Discretionary,Retailing,Internet & Direct Marketing Re,Internet & Direct Marketing Re
EBF UN Equity,ENNIS INC,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Commercial Printing
EBIX UW Equity,EBIX INC,Information Technology,Software & Services,Software,Application Software
EBS UN Equity,EMERGENT BIOSOLU,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
EBSB UW Equity,MERIDIAN BANCORP,Financials,Banks,Thrifts & Mortgage Finance,Thrifts & Mortgage Finance
EBTC UW Equity,ENTERPRISE BANCO,Financials,Banks,Banks,Regional Banks
ECHO UW Equity,ECHO GLOBAL LOGI,Industrials,Transportation,Air Freight & Logistics,Air Freight & Logistics
ECL UN Equity,ECOLAB INC,Materials,Materials,Chemicals,Specialty Chemicals
ECOL UW Equity,US ECOLOGY INC,Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser
ECOM UN Equity,CHANNELADVISOR C,Information Technology,Software & Services,Software,Application Software
ECOR UW Equity,ELECTROCORE INC,Health Care,Health Care Equipment & Servic,Health Care Equipment & Suppli,Health Care Equipment
ECPG UW Equity,ENCORE CAPITAL G,Financials,Diversified Financials,Consumer Finance,Consumer Finance
ED UN Equity,CONS EDISON INC,Utilities,Utilities,Multi-Utilities,Multi-Utilities
EDIT UW Equity,EDITAS MEDICINE,Health Care,"Pharmaceuticals, Biotechnology",Biotechnology,Biotechnology
EE UN Equity,EL PASO ELECTRIC,Utilities,Utilities,Electric Utilities,Electric Utilities
EEFT UW Equity,EURONET WORLDWID,Information Technology,Software & Services,IT Services,Data Processing & Outsourced S
EEX UN Equity,EMERALD EXPOSITI,Communication Services,Media & Entertainment,Media,Advertising
